name,height_cm,weight_kg,reach_cm,strikes_per_min,striking_accuracy,takedown_avg,takedown_accuracy,takedown_defense,submission_avg
Akitoshi Tamura,175.26,61.23,177.8,3.73,0.43,1.94,0.0,0.2,1.0
Kiyoshi Tamura,180.34,83.91,,2.44,0.53,1.44,0.6,0.45,0.2
Eli Tamez,170.18,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Tsuyoshi Tamakairiki,182.88,99.79,,0.0,0.0,26.67,0.0,0.0,0.0
Murtaza Talha,182.88,92.99,187.96,4.91,0.58,8.29,0.0,1.0,0.0
Nordine Taleb,185.42,77.11,187.96,3.66,0.51,2.62,0.76,0.73,0.0
Payton Talbott,177.8,61.23,177.8,6.73,0.55,3.75,0.33,0.75,0.3
Oleg Taktarov,182.88,95.25,,0.0,0.0,0.0,0.0,0.0,0.0
Makoto Takimoto,170.18,92.99,,1.37,0.39,1.71,0.5,0.25,1.1
Yoshihiro Takayama,195.58,127.01,,3.4,0.54,5.69,0.33,0.55,0.0
Hiroyuki Takaya,167.64,63.05,,3.18,0.33,3.16,0.45,0.66,0.0
Daiju Takase,182.88,77.11,,0.49,0.3,1.64,0.17,0.21,1.2
Yoko Takahashi,172.72,68.04,,5.11,0.54,8.78,0.0,0.0,0.0
Yoshiki Takahashi,180.34,90.26,,2.26,0.51,6.47,0.0,0.66,2.3
Nobuhiko Takada,182.88,99.79,,0.31,0.24,1.92,0.2,0.0,0.0
Mairbek Taisumov,175.26,70.31,185.42,2.98,0.39,3.03,0.63,0.88,0.0
Tatsuro Taira,170.18,56.7,177.8,2.99,0.6,2.69,0.44,0.45,1.6
Joe Taimanglo,162.56,61.23,,4.18,0.42,4.55,0.4,1.0,1.4
Khalid Taha,165.1,61.23,175.26,2.64,0.32,4.12,0.0,0.61,0.2
Junior Tafa,190.5,108.86,190.5,3.36,0.49,2.84,0.0,0.77,0.0
Justin Tafa,182.88,119.75,187.96,4.05,0.54,5.11,0.0,0.53,0.0
Eugenio Tadeu,172.72,72.57,,0.0,0.0,0.0,0.0,0.0,0.0
Amber Tackett,,52.16,,0.0,0.0,0.0,0.0,0.0,0.0
Osamu Tachihikari,195.58,136.08,,0.0,0.0,0.0,0.0,0.0,0.0
Tim Sylvia,203.2,120.2,203.2,4.23,0.41,2.61,1.0,0.75,0.1
Tony Sylvester,185.42,102.06,,0.0,0.0,10.12,0.0,0.0,0.0
Leo Sylvest,180.34,92.99,,0.0,0.0,6.58,0.0,0.0,0.0
Kevin Syler,175.26,70.31,180.34,5.6,0.69,4.03,0.4,0.77,2.0
Bentley Syler,162.56,56.7,,1.3,0.18,1.73,0.0,0.75,0.0
Klaudia Sygula,172.72,61.23,175.26,1.89,0.37,6.0,0.0,0.33,0.0
Oumar Sy,193.04,92.99,210.82,4.81,0.59,1.71,0.4,1.0,0.8
Floyd Sword,182.88,83.91,,0.78,0.42,1.57,0.0,0.33,0.0
Mike Swick,185.42,77.11,195.58,2.36,0.37,2.29,0.5,0.61,0.6
Cub Swanson,172.72,65.77,177.8,4.79,0.51,4.0,0.5,0.63,0.4
Daniel Swain,175.26,65.77,177.8,0.8,0.44,3.2,0.0,0.0,6.0
Martin Svensson,185.42,70.31,,2.02,0.38,5.91,0.0,0.0,0.0
Danilo Suzart,182.88,117.93,,4.09,0.55,11.73,0.0,0.0,0.0
Chad Sutton,185.42,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Joel Sutton,180.34,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Jason Suttie,182.88,95.25,,2.07,0.83,4.97,0.0,0.0,0.0
Aji Susilo,177.8,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Rama Supandhi,165.1,56.7,167.64,2.2,0.42,3.53,0.11,0.0,0.0
Sumudaerji,172.72,56.7,182.88,4.72,0.53,3.09,0.25,0.66,0.9
Justin Sumter,187.96,83.91,203.2,2.68,0.48,7.64,1.0,0.0,0.0
Magomed Sultanakhmedov,187.96,83.91,,0.0,0.0,2.4,1.0,0.0,9.0
Amar Suloev,175.26,83.01,,1.98,0.37,2.19,1.0,0.88,0.3
George Sullivan,182.88,77.11,185.42,3.53,0.39,2.42,0.2,0.38,0.7
Naho Sugiyuma,154.94,47.63,,2.59,0.48,2.45,1.0,0.66,0.0
Takashi Sugiura,180.34,102.06,,1.37,0.4,2.08,0.66,0.0,0.0
Daisuke Sugie,167.64,72.57,,0.0,0.0,0.22,0.5,0.0,3.3
Lucasz Sudolski,193.04,92.99,190.5,5.7,0.67,4.89,0.0,1.0,0.0
Genki Sudo,175.26,70.31,,1.55,0.39,2.23,0.6,0.5,4.2
Masanori Suda,175.26,83.01,,1.8,0.5,1.2,0.0,0.6,0.0
Tatiana Suarez,165.1,52.16,167.64,3.22,0.61,1.58,0.47,0.8,0.7
Kyle Sturgeon,190.5,102.06,,0.0,0.0,0.0,0.0,0.0,0.0
Mike Stumpf,177.8,77.11,,3.34,0.43,8.85,0.25,0.33,0.8
Josh Stuart,175.26,72.57,,0.0,0.0,0.0,0.0,0.0,0.0
Stefan Struve,210.82,120.2,213.36,3.12,0.47,4.04,0.46,0.55,1.7
Hans Stringer,190.5,92.99,,3.16,0.61,2.84,0.36,0.62,0.0
Mark Striegl,172.72,65.77,177.8,1.4,0.45,4.07,0.0,0.66,0.0
Sean Strickland,185.42,83.91,193.04,5.95,0.42,4.57,0.64,0.76,0.2
Gerald Strebendt,175.26,70.31,,0.0,0.0,4.0,0.0,0.0,16.4
Daniel Straus,170.18,65.77,180.34,4.76,0.43,2.99,0.15,0.81,1.1
Dave Strasser,177.8,77.11,,3.04,0.45,1.88,0.33,0.33,0.0
Gennaro Strangis,,,,0.0,0.0,0.0,0.0,0.0,0.0
Jesse Strader,170.18,61.23,177.8,5.03,0.51,5.28,0.57,1.0,0.0
Tim Stout,180.34,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Sam Stout,175.26,70.31,177.8,4.17,0.28,4.08,0.38,0.77,0.1
Curtis Stout,185.42,83.91,,0.69,0.67,3.2,0.0,0.2,0.0
Greg Stott,170.18,99.79,,0.0,0.0,0.0,0.0,0.0,0.0
Darko Stosic,182.88,92.99,193.04,2.61,0.45,4.04,0.5,0.83,0.0
Rick Story,175.26,77.11,180.34,3.8,0.41,2.17,0.48,0.63,0.9
George Stork,177.8,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Stonitsch,175.26,77.11,,2.53,0.36,2.53,0.0,0.0,0.0
Ken Stone,172.72,61.23,180.34,3.85,0.49,2.9,0.33,0.6,0.6
Niklas Stolze,185.42,70.31,187.96,2.12,0.48,2.25,1.0,0.55,0.7
Dustin Stoltzfus,182.88,83.91,190.5,3.47,0.44,3.29,0.41,0.46,1.1
Julija Stoliarenko,170.18,56.7,167.64,2.49,0.39,4.54,0.27,0.54,1.7
Denis Stojnic,182.88,111.13,,1.51,0.23,6.06,0.0,0.8,1.0
Lazar Stojadinovic,170.18,65.77,172.72,1.82,0.29,1.97,0.0,0.0,0.0
Dan Stittgen,185.42,77.11,,2.97,0.46,4.42,1.0,1.0,0.0
Navajo Stirling,193.04,92.99,200.66,5.82,0.56,2.55,0.0,0.72,0.0
Tyler Stinson,190.5,77.11,,2.8,0.23,4.6,1.0,0.0,0.5
Alex Stiebling,187.96,92.99,,1.77,0.42,1.45,0.66,0.66,0.7
Kyle Stewart,182.88,77.11,193.04,1.41,0.35,2.42,0.2,0.6,0.0
Darren Stewart,182.88,92.99,187.96,3.05,0.45,3.29,0.45,0.67,0.1
Luke Stewart,180.34,77.11,,3.75,0.56,2.34,0.33,0.5,1.9
Maia Stevenson,162.56,52.16,157.48,1.57,0.54,3.13,1.0,0.5,0.0
Joe Stevenson,170.18,65.77,177.8,2.05,0.44,2.44,0.44,0.39,2.2
Marc Stevens,175.26,70.31,,0.45,0.26,1.79,0.0,0.0,0.0
Aljamain Sterling,170.18,65.77,180.34,4.41,0.52,2.21,0.29,0.42,0.7
Jeremy Stephens,175.26,65.77,180.34,3.17,0.4,3.05,0.38,0.65,0.4
Dmitri Stepanov,190.5,98.43,,0.0,0.0,0.0,0.0,0.0,0.0
Ray Steinbeiss,180.34,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Steve Steinbeiss,190.5,83.91,190.5,3.92,0.55,1.86,0.5,0.58,0.0
Eric Steenberg,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Kody Steele,175.26,70.31,180.34,4.44,0.32,7.17,0.14,1.0,0.0
Ricky Steele,175.26,61.23,187.96,4.07,0.7,2.93,0.0,0.91,0.0
Dominique Steele,177.8,77.11,187.96,2.32,0.49,2.42,0.42,0.76,0.0
Adam Steele,,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Damian Stasiak,165.1,61.23,177.8,1.86,0.36,3.1,0.35,0.43,0.6
Laureano Staropoli,185.42,83.91,180.34,3.31,0.34,3.73,0.26,0.48,0.0
Kalib Starnes,190.5,83.91,187.96,2.71,0.48,4.43,0.33,0.25,0.6
Clifford Starks,182.88,83.91,198.12,1.94,0.33,2.49,1.0,0.6,0.0
Lucas Stark,,70.31,,1.6,0.25,3.2,1.0,0.0,0.0
Dion Staring,185.42,106.59,,1.09,0.37,5.0,0.0,0.33,0.0
Josh Stansbury,187.96,92.99,187.96,3.22,0.54,3.54,0.0,0.87,1.0
Brian Stann,185.42,92.99,187.96,3.28,0.42,2.65,0.12,0.6,0.3
Cristina Stanciu,160.02,52.16,,2.5,0.5,3.07,1.0,0.4,1.7
Cody Stamann,167.64,61.23,162.56,4.32,0.46,3.91,0.37,0.76,0.0
Ron Stallings,187.96,77.11,190.5,3.22,0.6,3.26,0.0,0.71,0.0
Andreas Stahl,180.34,77.11,,2.83,0.37,4.74,0.66,0.8,0.0
Bobby Stack,175.26,70.31,,1.0,0.2,2.89,0.45,1.0,0.0
Georges St-Pierre,180.34,83.91,193.04,3.78,0.53,1.4,0.74,0.83,1.1
Austin Springer,172.72,65.77,180.34,3.54,0.57,3.15,0.4,1.0,0.8
Pete Spratt,175.26,77.11,,1.63,0.48,1.33,1.0,0.46,0.3
Daniel Spohn,193.04,92.99,200.66,2.42,0.49,1.6,0.0,0.28,2.5
Serghei Spivac,190.5,117.93,198.12,3.49,0.49,3.77,0.65,0.63,0.6
Daniel Spitz,200.66,111.13,208.28,2.6,0.35,5.3,0.66,0.0,0.0
Waachiim Spiritwolf,172.72,77.11,,10.0,1.0,10.0,0.0,0.0,0.0
Eric Spicely,185.42,83.91,185.42,3.71,0.45,5.72,0.2,0.75,1.0
Mario Sperry,187.96,92.99,,2.81,0.52,1.53,0.42,0.71,1.4
Nick Sperling,,61.23,,1.4,0.25,1.4,0.0,0.0,0.0
Sam Spengler,180.34,83.91,,3.27,0.62,3.27,0.11,0.75,1.8
Felicia Spencer,167.64,65.77,172.72,3.21,0.48,4.54,0.18,0.27,0.2
Sean Spencer,177.8,77.11,187.96,4.24,0.32,4.02,0.33,0.68,0.0
Patrick Speight,185.42,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Speer,177.8,77.11,180.34,2.56,0.51,5.12,0.33,0.33,0.0
Ron Sparks,195.58,120.2,,0.0,0.0,0.0,0.0,0.0,0.0
Ryan Spann,195.58,92.99,200.66,3.2,0.39,4.21,0.31,0.52,1.5
Andreas Spang,185.42,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Spang,187.96,77.11,,1.83,0.36,1.95,0.0,0.5,0.9
Charon Spain,175.26,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Heraldo Souza,180.34,83.91,185.42,1.62,0.33,1.62,0.0,0.0,0.0
Ketlen Souza,160.02,52.16,160.02,4.92,0.59,4.46,0.25,0.64,0.4
Bruno Souza,177.8,65.77,177.8,3.73,0.39,5.3,0.16,0.6,0.0
Livinha Souza,160.02,52.16,160.02,1.75,0.45,3.6,0.45,0.4,1.4
Edimilson Souza,182.88,65.77,187.96,4.65,0.44,2.91,0.0,0.5,0.0
Jacare Souza,185.42,83.91,182.88,2.53,0.47,2.83,0.39,0.57,1.3
Bobby Southworth,187.96,92.99,,0.99,0.39,1.38,0.78,0.64,1.3
Mario Sousa,190.5,83.91,200.66,2.82,0.5,2.99,0.25,0.37,0.5
Andre Soukhamthath,175.26,61.23,177.8,2.77,0.44,4.31,0.53,0.58,0.2
Mario Soto,182.88,65.77,,1.43,0.23,5.23,0.0,0.0,0.0
Joe Soto,167.64,61.23,165.1,3.36,0.41,5.37,0.21,0.7,1.9
Alex Soto,172.72,61.23,,2.95,0.25,5.02,0.3,0.0,0.0
Greg Soto,180.34,77.11,185.42,3.21,0.63,2.61,0.27,0.44,1.0
George Sotiropoulos,177.8,70.31,180.34,2.61,0.27,2.52,0.31,0.53,1.6
Krzysztof Soszynski,185.42,92.99,195.58,3.37,0.39,3.13,0.25,0.71,1.0
Ben Sosoli,182.88,120.2,182.88,2.31,0.31,4.3,0.0,0.0,0.0
Dmitry Sosnovskiy,190.5,108.86,195.58,2.95,0.7,2.53,0.66,1.0,3.2
Punahele Soriano,180.34,77.11,182.88,5.0,0.53,3.88,0.56,0.37,0.0
Sean Soriano,175.26,65.77,177.8,3.18,0.61,2.14,0.55,0.52,0.0
Emiliano Sordi,187.96,92.99,,4.79,0.5,4.79,0.0,1.0,8.3
Benardo Sopaj,167.64,61.23,167.64,4.24,0.56,4.88,0.71,0.76,0.0
Jin Soo Son,167.64,61.23,175.26,5.1,0.36,7.63,0.25,1.0,0.0
Cody Sons,175.26,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Chael Sonnen,185.42,92.99,185.42,3.08,0.43,1.1,0.59,0.66,0.4
Emrah Sonmez,177.8,65.77,180.34,1.47,0.46,1.73,0.21,0.0,0.0
YoungJae Song,170.18,65.77,177.8,3.33,0.58,2.33,0.0,0.45,0.0
Song Yadong,172.72,61.23,170.18,4.58,0.43,4.0,0.38,0.73,0.1
Song Kenan,182.88,77.11,180.34,4.49,0.46,5.82,0.3,0.73,0.0
Paul Song,,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Son,162.56,107.05,,0.0,0.0,0.0,0.0,0.0,0.0
Chris Solomon,180.34,70.31,,0.0,0.0,2.8,0.0,0.33,0.0
Joe Solecki,175.26,70.31,177.8,1.97,0.53,1.85,0.48,0.14,1.4
Alexander Soldatkin,187.96,113.4,190.5,1.16,0.6,1.35,0.5,0.5,0.0
Rameau Thierry Sokoudjou,177.8,92.99,198.12,2.26,0.45,2.61,0.47,0.78,0.9
Renato Sobral,185.42,92.99,190.5,2.23,0.45,1.53,0.42,0.65,2.6
Peter Sobotta,182.88,77.11,190.5,2.14,0.4,2.9,0.32,0.77,0.5
Denis Sobolev,190.5,97.98,,0.0,0.0,5.45,0.0,0.0,0.0
Devin Smyth,177.8,77.11,182.88,2.6,0.68,6.73,0.26,1.0,0.0
Richie Smullen,175.26,70.31,172.72,1.98,0.77,2.26,0.66,0.0,0.0
Shimon Smotritsky,187.96,77.11,187.96,3.52,0.34,8.67,0.33,0.5,0.0
Cameron Smotherman,175.26,61.23,175.26,6.25,0.37,4.56,0.0,0.5,0.0
Louis Smolka,175.26,61.23,172.72,4.67,0.47,4.11,0.35,0.32,1.8
Dmitrii Smoliakov,187.96,114.76,187.96,1.44,0.42,3.81,0.0,0.75,0.0
Justin Smitley,,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Walter Smith-Cotito,172.72,61.23,,2.95,0.36,3.53,0.33,0.57,0.0
Jacobe Smith,177.8,77.11,182.88,7.34,0.7,1.97,0.87,0.0,0.0
Elijah Smith,175.26,61.23,180.34,3.83,0.41,3.87,0.53,0.66,1.0
Braxton Smith,180.34,116.57,182.88,6.46,0.48,11.54,0.0,1.0,0.0
Nate Smith,167.64,56.7,175.26,1.28,0.38,2.04,0.0,0.33,2.3
Cole Smith,180.34,61.23,170.18,1.78,0.35,1.96,0.33,0.45,1.7
Devonte Smith,175.26,70.31,193.04,4.55,0.53,3.91,0.25,0.85,0.3
Leslie Smith,175.26,61.23,167.64,7.56,0.4,8.41,0.0,0.62,0.0
Gilbert Smith,175.26,83.91,,1.09,0.41,2.73,0.6,0.0,1.2
Colton Smith,182.88,70.31,180.34,1.64,0.41,2.3,0.36,0.25,1.4
Anthony Smith,193.04,92.99,193.04,3.2,0.49,4.88,0.23,0.5,0.6
Trevor Smith,190.5,83.91,190.5,3.29,0.55,3.31,0.32,0.6,0.7
Dillon Smith,182.88,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Adam Smith,,,,0.0,0.0,0.0,0.0,0.0,0.0
David Smith,,70.31,,0.0,0.0,0.0,0.0,0.0,0.0
Josh Smith,182.88,70.31,,0.73,0.28,1.4,0.0,0.57,2.0
Eric Smith,,,,0.0,0.0,0.0,0.0,0.0,0.0
Scott Smith,182.88,83.91,177.8,1.9,0.27,5.87,0.06,0.58,0.5
Patrick Smith,187.96,102.06,,0.0,0.0,0.0,0.0,0.0,0.0
Maurice Smith,187.96,100.24,,0.41,0.46,0.47,0.5,0.2,0.9
Kestutis Smirnovas,177.8,90.72,,4.95,0.52,5.05,0.5,1.0,1.6
Ray Sloan,185.42,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Joe Slick,182.88,90.26,,0.0,0.0,0.0,0.0,0.0,0.0
Brian Sleeman,172.72,83.91,,4.0,0.48,1.85,1.0,1.0,0.0
Zach Skinner,167.64,65.77,,0.53,0.5,2.4,0.27,1.0,1.0
Matt Skelton,190.5,120.2,,0.0,0.0,0.54,0.0,0.66,0.0
Chas Skelly,180.34,65.77,182.88,2.01,0.4,3.21,0.34,0.39,2.3
Dennis Siver,167.64,65.77,177.8,3.87,0.32,2.67,0.32,0.65,0.3
Jeri Sitzes,165.1,56.7,,0.0,0.0,0.0,0.0,0.0,0.0
Yokthai Sithoar,170.18,64.86,,0.0,0.0,0.0,0.0,0.0,0.0
AJ Siscoe,170.18,61.23,,0.0,0.0,0.0,0.0,0.0,0.0
Jeremia Siregar,157.48,56.7,160.02,2.8,0.42,7.37,0.0,0.75,0.0
Gian Siqueira,185.42,77.11,187.96,0.8,1.0,3.41,0.0,0.0,0.0
Mitchell Sipe,187.96,111.13,,5.5,0.56,9.98,0.2,0.0,0.0
Elvis Sinosic,190.5,92.99,195.58,1.13,0.37,4.6,0.0,0.0,1.2
Kiran Singh,154.94,52.16,165.1,0.0,0.0,19.51,0.0,0.0,0.0
Rana Rudra Pratap Singh,177.8,61.23,175.26,0.0,0.0,9.05,0.0,0.0,0.0
Rory Singer,187.96,83.91,195.58,2.55,0.39,2.42,0.25,0.64,0.8
Rob Sinclair,172.72,70.31,,1.2,0.33,1.73,0.0,0.5,0.0
Lodune Sincaid,175.26,83.91,,2.72,0.42,6.17,0.0,0.75,0.0
Everett Sims,195.58,117.93,195.58,0.81,0.66,2.19,0.0,0.42,1.2
Tony Sims,180.34,70.31,177.8,1.81,0.63,0.76,0.5,0.5,0.7
Marlon Sims,,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Wes Sims,208.28,117.93,,0.98,0.51,2.95,0.0,0.4,2.3
Aaron Simpson,182.88,77.11,185.42,3.6,0.52,2.53,0.34,0.83,0.5
Ricky Simon,167.64,61.23,175.26,2.98,0.43,3.87,0.44,0.75,0.3
Jamey Simmons,167.64,61.23,177.8,0.79,0.21,1.92,0.0,0.5,0.0
Sim Kai Xiong,165.1,56.7,167.64,3.19,0.63,4.56,0.28,0.0,0.0
Elias Silverio,180.34,70.31,185.42,3.67,0.49,2.97,0.38,0.85,0.2
Marcus Silveira,190.5,109.77,,0.0,0.0,0.0,0.0,0.0,0.0
Leonardo Silva de Oliveira,187.96,83.91,,1.07,0.4,0.54,0.5,0.0,0.0
Douglas Silva de Andrade,170.18,61.23,172.72,3.54,0.38,3.93,0.42,0.72,0.2
Danny Silva,180.34,65.77,177.8,7.36,0.59,7.96,0.46,1.0,0.3
Jean Silva,170.18,65.77,175.26,5.26,0.53,4.14,0.5,0.8,0.0
Jhonata Silva,165.1,56.7,167.64,4.86,0.52,9.85,0.0,0.0,0.0
Janaina Silva,154.94,52.16,152.4,0.0,0.0,1.5,0.0,0.0,0.0
Erik Silva,175.26,65.77,180.34,2.07,0.7,1.57,0.8,0.62,0.0
Karine Silva,165.1,56.7,170.18,3.04,0.38,3.14,0.5,0.0,1.9
Maria Silva,160.02,52.16,162.56,3.0,0.57,1.13,1.0,0.55,0.5
Jansey Silva,187.96,83.91,170.18,0.46,0.4,2.32,0.0,0.0,0.0
Natalia Silva,162.56,56.7,165.1,5.19,0.47,2.35,0.25,0.91,0.0
Jacob Silva,165.1,56.7,170.18,4.17,0.44,4.92,1.0,0.66,0.0
Gabriel Silva,167.64,61.23,180.34,1.3,0.34,3.47,0.25,0.38,0.5
Bruno Silva,182.88,83.91,187.96,3.85,0.47,5.28,0.23,0.74,0.0
Bruno Silva,162.56,56.7,165.1,3.54,0.49,4.08,0.25,0.6,0.2
Dayana Silva,170.18,61.23,,6.33,0.51,5.93,0.0,0.42,0.0
Felipe Silva,182.88,70.31,195.58,5.4,0.5,1.8,1.0,0.71,0.0
Joaquim Silva,172.72,70.31,175.26,3.66,0.43,4.53,0.5,0.69,0.8
Rafael Silva,170.18,61.23,,0.67,0.5,0.73,0.0,0.25,1.0
Wagner Silva,182.88,77.11,,1.69,0.29,2.87,0.0,0.58,0.0
Claudio Silva,180.34,77.11,180.34,2.48,0.42,3.0,0.26,0.44,1.1
Leandro Silva,175.26,70.31,182.88,2.39,0.48,2.08,0.37,0.65,0.4
Erick Silva,182.88,77.11,187.96,2.5,0.48,4.18,0.35,0.56,1.4
Fabio Silva,180.34,92.99,,0.09,0.11,5.9,0.0,0.0,0.0
Antonio Silva,193.04,119.75,208.28,2.89,0.45,3.09,0.29,0.66,0.8
Jay Silva,187.96,83.91,,1.13,0.34,3.07,0.0,0.38,1.0
Sidney Silva,190.5,77.11,,2.86,0.65,3.3,1.0,0.0,0.0
Edson Silva,,92.99,,2.69,0.14,5.37,0.0,0.0,0.0
Jean Silva,167.64,72.57,,0.73,0.22,2.93,0.0,0.0,0.0
Paulo Cesar Silva,226.06,174.63,,0.4,0.15,2.72,1.0,0.16,0.4
Thiago Silva,187.96,92.99,187.96,3.92,0.5,2.55,0.47,0.7,0.7
Wanderlei Silva,180.34,92.99,187.96,2.79,0.4,2.19,0.53,0.62,0.6
Anderson Silva,187.96,83.91,195.58,3.05,0.61,2.05,0.77,0.69,0.8
Assuerio Silva,177.8,109.32,,1.42,0.46,4.2,0.34,0.25,1.8
Xavier Siller,165.1,56.7,,1.02,0.36,1.53,1.0,0.0,0.0
Siala Siliga,185.42,131.54,,1.08,0.26,1.96,0.5,0.8,0.0
Steven Siler,180.34,65.77,177.8,3.21,0.41,2.96,0.21,0.55,1.6
Serhiy Sidey,180.34,61.23,182.88,4.87,0.39,4.44,0.0,0.2,1.4
Kiril Sidelnikov,180.34,104.33,,2.87,0.28,4.48,0.0,0.0,0.0
Sam Sicilia,172.72,65.77,170.18,2.46,0.33,3.55,0.43,0.7,0.9
Ronal Siahaan,170.18,56.7,180.34,0.63,0.66,6.17,0.0,0.25,0.0
Brandon Shuey,170.18,70.31,,0.68,0.33,1.36,0.0,0.0,10.2
Ivan Shtyrkov,182.88,92.99,187.96,0.0,0.0,0.0,0.0,0.0,0.0
Landon Showalter,182.88,83.91,,0.0,0.0,0.0,0.0,0.0,0.0
Jack Shore,172.72,65.77,180.34,3.6,0.58,2.31,0.39,0.74,0.6
Liudvik Sholinian,177.8,61.23,180.34,2.5,0.3,5.67,0.0,0.66,0.0
Akira Shoji,172.72,88.45,,1.03,0.34,2.63,0.73,0.82,0.4
Josh Shockman,193.04,106.59,,0.87,0.32,0.87,0.0,0.23,0.0
Josh Shockley,185.42,70.31,,1.4,0.33,1.75,0.0,0.61,0.8
Alexander Shlemenko,180.34,83.91,,4.36,0.6,1.71,0.0,0.0,0.0
Wes Shivers,203.2,,,0.0,0.0,0.0,0.0,0.0,0.0
Yuya Shirai,172.72,76.2,,1.02,1.0,4.07,0.0,0.0,0.0
Raja Shippen,167.64,65.77,,0.0,0.0,0.0,0.0,0.0,0.0
Wade Shipp,190.5,111.13,,4.29,0.86,2.14,0.0,0.75,0.0
Shunichi Shimizu,165.1,61.23,,0.14,0.33,4.68,0.0,0.0,0.0
Henrique Shiguemoto,180.34,83.91,182.88,3.6,0.33,6.0,0.0,0.5,0.0
Jake Shields,182.88,77.11,182.88,2.45,0.36,1.8,0.29,0.35,1.2
Katsuyori Shibata,182.88,76.2,,2.06,0.35,2.4,0.5,0.53,0.7
Shi Ming,157.48,52.16,152.4,3.48,0.39,3.24,0.16,0.58,0.0
Antonina Shevchenko,172.72,56.7,170.18,3.86,0.55,2.93,0.42,0.53,0.4
Valentina Shevchenko,165.1,56.7,167.64,3.16,0.52,2.0,0.64,0.71,0.3
Chase Sherman,193.04,113.4,198.12,6.04,0.45,6.65,0.5,0.74,0.0
Sean Sherk,167.64,70.31,170.18,2.17,0.35,2.71,0.46,0.56,0.4
Eric Shelton,167.64,56.7,172.72,2.57,0.42,1.88,0.51,0.46,0.2
Jason Sharp,,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Priya Sharma,154.94,52.16,149.86,1.33,0.16,3.2,0.0,0.55,0.0
Sean Sharaf,190.5,114.31,195.58,7.31,0.44,9.79,0.12,0.0,0.0
Shang Zhifa,170.18,56.7,160.02,1.27,0.32,1.27,1.0,0.0,0.0
Frank Shamrock,177.8,83.91,,4.75,0.53,4.66,0.5,0.37,1.1
Ken Shamrock,185.42,92.99,182.88,1.47,0.46,4.3,0.6,0.44,2.5
Kamal Shalorus,172.72,70.31,172.72,3.06,0.32,2.99,0.5,0.8,0.0
Liliya Shakirova,162.56,56.7,165.1,2.7,0.3,2.58,0.0,0.0,0.0
Don Shainis,167.64,65.77,170.18,3.42,0.5,5.87,0.25,0.2,1.9
Leon Shahbazyan,193.04,77.11,187.96,6.33,0.52,8.18,0.5,0.0,0.0
Edmen Shahbazyan,187.96,83.91,187.96,3.78,0.5,3.85,0.38,0.65,0.5
Scott Shaffer,170.18,65.77,,2.4,0.67,0.53,0.0,0.72,3.0
Rosi Sexton,160.02,61.23,,3.31,0.39,7.42,0.1,0.8,0.0
Dan Severn,187.96,113.4,,0.0,0.0,0.0,0.0,0.0,0.0
Igor Severino,170.18,56.7,175.26,7.17,0.52,4.33,0.71,0.5,0.0
Carl Seumanutafa,185.42,115.67,,0.0,0.0,3.33,0.0,0.0,0.0
Fredy Serrano,160.02,56.7,165.1,1.58,0.26,1.89,0.25,0.84,0.0
Adrian Serrano,172.72,77.11,,0.0,0.0,0.0,0.0,0.0,0.0
Nick Serra,175.26,77.11,,0.0,0.0,1.73,0.1,0.0,2.0
Matt Serra,167.64,77.11,172.72,1.98,0.39,2.64,0.2,0.38,0.9
Nicholas Sergiacomi,,77.11,,4.38,0.55,3.94,0.0,0.0,0.0
Alex Serdyukov,187.96,77.11,187.96,4.94,0.48,3.1,0.55,0.67,1.8
Ivan Serati,182.88,92.99,,0.86,0.26,5.33,0.0,0.0,0.0
Ray Seraille,190.5,111.58,,5.29,0.27,17.65,0.0,0.0,0.0
Kim In Seok,167.64,65.77,,0.87,0.37,5.19,0.0,0.0,0.0
YeDam Seo,160.02,52.16,160.02,1.07,0.27,2.4,0.2,0.42,0.0
Brandon Sene,180.34,92.99,,0.0,0.0,0.0,0.0,0.0,0.0
Mackens Semerzier,175.26,65.77,182.88,2.91,0.45,3.48,0.5,0.5,2.1
Andrei Semenov,182.88,83.91,,0.78,0.15,2.44,0.8,0.55,0.4
Matthew Semelsberger,185.42,77.11,190.5,3.77,0.42,4.24,0.57,0.45,0.4
