event_name,fighter_1,fighter_2,winner,method,fighter_1_kd,fighter_1_sig_str,f1_sig_head,f1_sig_body,f1_sig_leg,f1_sig_distance,f1_sig_clinch,f1_sig_ground,fighter_1_td,fighter_1_sub_att,fighter_1_rev,fighter_1_ctrl,fighter_2_kd,fighter_2_sig_str,f2_sig_head,f2_sig_body,f2_sig_leg,f2_sig_distance,f2_sig_clinch,f2_sig_ground,fighter_2_td,fighter_2_sub_att,fighter_2_rev,fighter_2_ctrl,round_num,time
UFC Fight Night: Vettori vs. Cannonier,Zac Pauga,Modestas Bukauskas,Modestas Bukauskas, Decision - Unanimous ,0,0.57,0.52,0.37,0.1,0.86,0.1,0.02,0.2,0,0,2.17,0,0.5,0.75,0.17,0.07,0.89,0.08,0.01,0.0,0,0,1.2,3,5:00
UFC Fight Night: Emmett vs. Topuria,Cody Brundage,Sedriques Dumas,Sedriques Dumas, Decision - Unanimous ,0,0.3,0.66,0.0,0.33,1.0,0.0,0.0,0.5,1,1,1.53,0,0.77,0.76,0.11,0.11,0.17,0.05,0.76,0.0,0,2,11.08,3,5:00
UFC Fight Night: Strickland vs. Magomedov,Alexandr Romanov,Blagoy Ivanov,Alexandr Romanov, Decision - Unanimous ,0,0.55,0.61,0.12,0.25,0.87,0.04,0.08,0.66,0,0,2.53,0,0.4,0.86,0.11,0.02,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC 290: Volkanovski vs. Rodriguez,Kamuela Kirk,Esteban Ribovics,Esteban Ribovics, Decision - Unanimous ,0,0.52,0.64,0.21,0.14,0.91,0.08,0.0,0.21,1,0,6.2,0,0.56,0.81,0.14,0.03,0.8,0.08,0.11,1.0,0,0,1.15,3,5:00
UFC Fight Night: Holm vs. Bueno Silva,Ashlee Evans-Smith,Ailin Perez,Ailin Perez, Decision - Unanimous ,0,0.25,0.5,0.16,0.33,0.58,0.41,0.0,0.0,0,0,0.08,0,0.57,0.83,0.11,0.05,0.2,0.23,0.56,0.66,0,0,11.36,3,5:00
UFC Fight Night: Aspinall vs. Tybura,Jafel Filho,Daniel Barez,Jafel Filho, Submission ,0,0.38,0.52,0.38,0.09,1.0,0.0,0.0,0.25,1,0,0.55,1,0.6,0.44,0.38,0.16,1.0,0.0,0.0,0.0,0,0,0.12,1,3:26
UFC 291: Poirier vs. Gaethje 2,Miranda Maverick,Priscila Cachoeira,Miranda Maverick, Submission ,0,0.7,0.63,0.22,0.13,0.44,0.05,0.5,0.33,1,0,8.54,0,0.47,0.63,0.18,0.18,0.9,0.0,0.09,0.0,0,0,0.0,3,2:11
UFC Fight Night: Sandhagen vs. Font,Ode Osbourne,Asu Almabayev,Asu Almabayev, Submission ,0,0.22,1.0,0.0,0.0,0.75,0.0,0.25,0.0,0,0,0.21,0,0.65,0.65,0.19,0.15,0.34,0.0,0.65,0.4,2,0,5.24,2,3:11
UFC Fight Night: Luque vs. Dos Anjos,Juliana Miller,Luana Santos,Luana Santos, KO/TKO ,0,0.32,0.62,0.37,0.0,0.75,0.25,0.0,0.0,0,0,0.29,0,0.6,0.69,0.25,0.04,0.84,0.15,0.0,0.0,0,0,0.26,1,3:41
UFC Fight Night: Ankalaev vs. Walker 2,Joshua Van,Felipe Bunes,Joshua Van, KO/TKO ,1,0.58,0.75,0.18,0.06,0.73,0.1,0.15,1.0,0,0,1.14,0,0.54,0.58,0.22,0.2,0.98,0.02,0.0,0.33,0,0,2.02,2,4:31
UFC 297: Strickland vs. Du Plessis,Malcolm Gordon,Jimmy Flick,Jimmy Flick, Submission ,0,0.52,0.94,0.05,0.0,0.48,0.13,0.37,1.0,1,0,4.13,0,0.42,0.66,0.0,0.33,1.0,0.0,0.0,0.25,4,0,1.07,2,1:17
UFC Fight Night: Hermansson vs. Pyfer,Daniel Marcos,Aoriqileng,, Could Not Continue ,0,0.64,0.61,0.14,0.23,0.85,0.06,0.08,0.0,0,0,0.28,0,0.47,0.57,0.22,0.2,0.95,0.04,0.0,0.0,0,0,0.38,2,3:28
UFC Fight Night: Dolidze vs. Imavov,Thomas Petersen,Jamal Pogues,Jamal Pogues, Decision - Unanimous ,0,0.67,0.44,0.51,0.03,0.93,0.06,0.0,0.16,0,0,2.47,0,0.52,0.66,0.23,0.1,0.86,0.13,0.0,0.0,0,0,0.04,3,5:00
UFC 298: Volkanovski vs. Topuria,Andrea Lee,Miranda Maverick,Miranda Maverick, Decision - Unanimous ,0,0.35,0.38,0.36,0.25,0.88,0.08,0.02,0.66,1,0,0.42,0,0.48,0.42,0.24,0.33,0.9,0.09,0.0,0.37,0,0,3.05,3,5:00
UFC 298: Volkanovski vs. Topuria,Oban Elliott,Val Woodburn,Oban Elliott, Decision - Unanimous ,0,0.63,0.85,0.1,0.04,0.47,0.04,0.48,0.6,0,0,8.58,1,0.37,0.82,0.08,0.08,0.65,0.21,0.13,1.0,0,1,1.56,3,5:00
UFC 298: Volkanovski vs. Topuria,Josh Quinlan,Danny Barlow,Danny Barlow, KO/TKO ,0,0.43,0.56,0.35,0.07,1.0,0.0,0.0,0.0,0,0,0.0,1,0.51,0.81,0.13,0.05,0.92,0.01,0.06,0.0,0,0,0.13,3,1:18
UFC 298: Volkanovski vs. Topuria,Zhang Mingyang,Brendson Ribeiro,Zhang Mingyang, KO/TKO ,1,0.6,0.76,0.11,0.11,0.82,0.0,0.17,0.0,0,0,0.02,0,0.45,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,1:41
UFC 298: Volkanovski vs. Topuria,Rinya Nakamura,Carlos Vera,Rinya Nakamura, Decision - Unanimous ,0,0.54,0.78,0.15,0.05,0.18,0.02,0.78,1.0,0,0,13.03,0,0.48,0.58,0.08,0.33,0.5,0.08,0.41,0.0,0,0,0.0,3,5:00
UFC 298: Volkanovski vs. Topuria,Marcos Rogerio de Lima,Junior Tafa,Marcos Rogerio de Lima, KO/TKO ,1,0.71,0.57,0.06,0.36,0.66,0.03,0.3,0.33,0,0,3.26,0,0.4,0.81,0.09,0.09,0.9,0.0,0.09,0.0,0,0,0.0,2,1:14
UFC 298: Volkanovski vs. Topuria,Amanda Lemos,Mackenzie Dern,Amanda Lemos, Decision - Unanimous ,1,0.51,0.63,0.19,0.17,0.58,0.02,0.39,1.0,0,0,4.02,0,0.38,1.0,0.0,0.0,0.61,0.0,0.38,0.33,0,2,6.0,3,5:00
UFC 298: Volkanovski vs. Topuria,Anthony Hernandez,Roman Kopylov,Anthony Hernandez, Submission ,0,0.44,0.82,0.11,0.05,0.7,0.23,0.05,0.21,2,0,4.05,0,0.61,0.6,0.22,0.17,0.97,0.02,0.0,0.0,0,0,0.0,2,3:23
UFC 298: Volkanovski vs. Topuria,Merab Dvalishvili,Henry Cejudo,Merab Dvalishvili, Decision - Unanimous ,0,0.43,0.59,0.27,0.13,0.68,0.17,0.13,0.45,1,0,4.23,0,0.37,0.44,0.17,0.37,0.82,0.17,0.0,0.14,0,0,2.05,3,5:00
UFC 298: Volkanovski vs. Topuria,Geoff Neal,Ian Machado Garry,Ian Machado Garry, Decision - Split ,0,0.51,0.54,0.21,0.23,0.82,0.17,0.0,0.0,0,0,3.45,0,0.49,0.58,0.26,0.14,0.97,0.02,0.0,0.0,0,0,0.12,3,5:00
UFC 298: Volkanovski vs. Topuria,Robert Whittaker,Paulo Costa,Robert Whittaker, Decision - Unanimous ,0,0.54,0.66,0.04,0.29,1.0,0.0,0.0,0.0,0,0,0.0,0,0.44,0.58,0.11,0.29,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC 298: Volkanovski vs. Topuria,Alexander Volkanovski,Ilia Topuria,Ilia Topuria, KO/TKO ,0,0.43,0.44,0.23,0.31,0.93,0.06,0.0,0.0,0,0,0.0,1,0.45,0.48,0.34,0.17,0.8,0.11,0.08,0.0,0,0,0.03,2,3:32
UFC Fight Night: Hermansson vs. Pyfer,Fernie Garcia,Hyder Amil,Hyder Amil, KO/TKO ,0,0.32,0.84,0.11,0.03,0.96,0.03,0.0,0.0,0,1,0.56,1,0.54,0.75,0.17,0.06,0.73,0.03,0.22,0.33,2,1,2.2,2,2:12
UFC Fight Night: Hermansson vs. Pyfer,Zac Pauga,Bogdan Guskov,Bogdan Guskov, KO/TKO ,0,0.65,0.41,0.11,0.47,0.82,0.17,0.0,0.0,0,0,1.04,1,0.34,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.04,1,3:38
UFC Fight Night: Hermansson vs. Pyfer,Max Griffin,Jeremiah Wells,Max Griffin, Decision - Split ,0,0.49,0.8,0.15,0.03,0.92,0.07,0.0,0.5,0,0,1.4,0,0.37,0.84,0.15,0.0,1.0,0.0,0.0,0.5,0,0,1.4,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Devin Clark,Marcin Prachnio,Marcin Prachnio, Decision - Unanimous ,0,0.41,0.67,0.24,0.07,0.92,0.07,0.0,0.0,0,0,0.14,0,0.53,0.41,0.36,0.21,0.77,0.22,0.0,1.0,0,0,0.44,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Loma Lookboonmee,Bruna Brasil,Loma Lookboonmee, Decision - Unanimous ,0,0.51,0.25,0.5,0.24,0.81,0.18,0.0,0.5,0,0,0.55,0,0.44,0.32,0.42,0.25,0.78,0.21,0.0,0.5,0,0,2.29,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Bolaji Oki,Timmy Cuamba,Bolaji Oki, Decision - Split ,0,0.39,0.85,0.08,0.06,0.96,0.01,0.01,1.0,0,0,1.49,0,0.35,0.6,0.24,0.15,0.78,0.15,0.06,0.16,0,0,1.55,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Trevin Giles,Carlos Prates,Carlos Prates, KO/TKO ,0,0.66,0.36,0.02,0.6,0.98,0.01,0.0,0.0,0,0,1.28,1,0.51,0.08,0.48,0.43,1.0,0.0,0.0,0.0,0,0,0.0,2,4:03
UFC Fight Night: Hermansson vs. Pyfer,Rodolfo Vieira,Armen Petrosyan,Rodolfo Vieira, Submission ,0,0.54,0.66,0.0,0.33,1.0,0.0,0.0,1.0,1,0,2.46,0,0.45,0.11,0.11,0.77,1.0,0.0,0.0,0.0,0,0,0.0,1,4:48
UFC Fight Night: Hermansson vs. Pyfer,Michael Johnson,Darrius Flowers,Michael Johnson, Decision - Unanimous ,0,0.54,0.26,0.59,0.14,0.95,0.0,0.04,0.5,0,0,6.02,0,0.51,0.3,0.27,0.42,0.87,0.03,0.09,0.0,0,0,0.43,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Brad Tavares,Gregory Rodrigues,Gregory Rodrigues, KO/TKO ,0,0.44,0.75,0.1,0.13,0.97,0.02,0.0,0.0,0,0,0.0,0,0.57,0.74,0.11,0.14,0.9,0.09,0.0,0.33,0,0,3.18,3,0:55
UFC Fight Night: Hermansson vs. Pyfer,Robert Bryczek,Ihor Potieria,Ihor Potieria, Decision - Unanimous ,0,0.24,0.59,0.31,0.09,0.93,0.06,0.0,0.0,0,0,0.3,1,0.39,0.7,0.07,0.22,0.91,0.08,0.0,0.0,0,0,2.37,3,5:00
UFC Fight Night: Hermansson vs. Pyfer,Dan Ige,Andre Fili,Dan Ige, KO/TKO ,1,0.57,0.36,0.18,0.45,0.9,0.0,0.09,0.0,0,0,0.01,0,0.24,0.87,0.12,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,2:43
UFC Fight Night: Hermansson vs. Pyfer,Jack Hermansson,Joe Pyfer,Jack Hermansson, Decision - Unanimous ,0,0.51,0.61,0.12,0.26,0.91,0.04,0.04,0.5,0,0,3.08,0,0.36,0.6,0.27,0.11,1.0,0.0,0.0,0.0,0,0,0.5,5,5:00
UFC Fight Night: Dolidze vs. Imavov,Landon Quinones,MarQuel Mederos,MarQuel Mederos, Decision - Unanimous ,0,0.36,0.74,0.2,0.05,0.98,0.01,0.0,0.33,0,0,2.04,0,0.41,0.46,0.3,0.23,0.91,0.08,0.0,0.0,0,0,4.13,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Luana Carolina,Julija Stoliarenko,Luana Carolina, KO/TKO ,0,0.48,0.62,0.22,0.15,0.42,0.19,0.37,0.66,0,0,5.27,0,0.27,0.43,0.37,0.18,0.68,0.31,0.0,0.2,3,0,3.47,3,4:52
UFC Fight Night: Dolidze vs. Imavov,JeongYeong Lee,Blake Bilder,JeongYeong Lee, Decision - Unanimous ,0,0.59,0.67,0.28,0.04,0.42,0.22,0.34,0.66,0,0,4.29,0,0.35,0.15,0.1,0.73,0.42,0.52,0.05,0.0,0,0,5.18,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Themba Gorimbo,Pete Rodriguez,Themba Gorimbo, KO/TKO ,1,0.66,0.83,0.08,0.08,0.25,0.16,0.58,0.0,0,0,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1,0:32
UFC Fight Night: Dolidze vs. Imavov,Azat Maksum,Charles Johnson,Charles Johnson, Decision - Unanimous ,1,0.23,0.65,0.15,0.18,0.94,0.05,0.0,0.28,1,1,2.29,0,0.54,0.38,0.26,0.35,0.86,0.09,0.03,0.33,3,0,0.47,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Molly McCann,Diana Belbita,Molly McCann, Submission ,0,0.46,0.64,0.33,0.02,0.8,0.04,0.14,1.0,1,0,1.08,0,0.37,0.31,0.44,0.24,0.82,0.17,0.0,0.0,0,0,0.0,1,4:59
UFC Fight Night: Dolidze vs. Imavov,Gilbert Urbina,Charles Radtke,Charles Radtke, KO/TKO ,0,0.42,0.25,0.37,0.37,1.0,0.0,0.0,0.0,0,0,0.05,2,0.63,0.76,0.0,0.23,0.9,0.0,0.1,0.0,0,0,0.08,1,4:47
UFC Fight Night: Dolidze vs. Imavov,Aliaskhab Khizriev,Makhmud Muradov,, Could Not Continue ,0,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0:11
UFC Fight Night: Dolidze vs. Imavov,Viviane Araujo,Natalia Silva,Natalia Silva, Decision - Unanimous ,0,0.38,0.76,0.03,0.19,0.96,0.03,0.0,0.11,0,0,6.01,0,0.29,0.63,0.21,0.15,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Randy Brown,Muslim Salikhov,Randy Brown, KO/TKO ,1,0.28,0.46,0.07,0.46,0.92,0.0,0.07,0.0,0,0,0.03,0,0.45,0.0,0.1,0.9,1.0,0.0,0.0,0.0,0,0,0.0,1,3:17
UFC Fight Night: Dolidze vs. Imavov,Renato Moicano,Drew Dober,Renato Moicano, Decision - Unanimous ,0,0.54,0.86,0.08,0.04,0.43,0.04,0.52,0.5,0,0,10.33,0,0.38,0.73,0.17,0.08,0.82,0.04,0.13,0.5,0,0,1.02,3,5:00
UFC Fight Night: Dolidze vs. Imavov,Roman Dolidze,Nassourdine Imavov,Nassourdine Imavov, Decision - Majority ,0,0.22,0.41,0.23,0.35,0.94,0.05,0.0,0.0,0,1,10.11,1,0.59,0.63,0.21,0.15,0.59,0.11,0.28,0.0,1,0,3.52,5,5:00
UFC 297: Strickland vs. Du Plessis,Jasmine Jasudavicius,Priscila Cachoeira,Jasmine Jasudavicius, Submission ,1,0.77,0.9,0.06,0.03,0.24,0.02,0.73,0.4,3,0,11.25,0,0.48,0.79,0.12,0.08,0.83,0.0,0.16,0.0,0,0,0.05,3,4:21
UFC 297: Strickland vs. Du Plessis,Yohan Lainesse,Sam Patterson,Sam Patterson, Submission ,0,0.11,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.05,0,0.5,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1,0,0.41,1,2:03
UFC 297: Strickland vs. Du Plessis,Gillian Robertson,Polyana Viana,Gillian Robertson, KO/TKO ,0,0.58,0.86,0.0,0.13,0.21,0.0,0.78,1.0,1,0,6.06,0,0.29,0.83,0.16,0.0,0.75,0.0,0.25,0.0,0,0,0.27,2,3:12
UFC 297: Strickland vs. Du Plessis,Serhiy Sidey,Ramon Taveras,Ramon Taveras, Decision - Split ,0,0.34,0.64,0.25,0.1,0.92,0.07,0.0,0.0,0,0,0.24,1,0.42,0.77,0.12,0.09,0.96,0.01,0.01,0.0,0,0,0.06,3,5:00
UFC 297: Strickland vs. Du Plessis,Charles Jourdain,Sean Woodson,Sean Woodson, Decision - Split ,0,0.38,0.31,0.33,0.35,0.86,0.13,0.0,0.0,1,0,1.58,0,0.47,0.73,0.12,0.13,0.87,0.1,0.02,0.33,0,0,0.39,3,5:00
UFC 297: Strickland vs. Du Plessis,Brad Katona,Garrett Armfield,Garrett Armfield, Decision - Unanimous ,0,0.41,0.76,0.12,0.1,0.71,0.26,0.01,0.44,0,0,4.35,0,0.62,0.7,0.2,0.09,0.94,0.05,0.0,0.0,0,0,0.0,3,5:00
UFC 297: Strickland vs. Du Plessis,Arnold Allen,Movsar Evloev,Movsar Evloev, Decision - Unanimous ,0,0.42,0.69,0.28,0.01,0.77,0.15,0.06,0.0,1,0,0.03,0,0.43,0.68,0.23,0.07,0.88,0.09,0.01,0.29,0,0,3.31,3,5:00
UFC 297: Strickland vs. Du Plessis,Chris Curtis,Marc-Andre Barriault,Chris Curtis, Decision - Split ,0,0.54,0.72,0.25,0.02,0.82,0.17,0.0,0.0,0,0,0.0,0,0.5,0.63,0.27,0.09,0.86,0.13,0.0,0.0,0,0,0.0,3,5:00
UFC 297: Strickland vs. Du Plessis,Neil Magny,Mike Malott,Neil Magny, KO/TKO ,0,0.55,0.91,0.05,0.03,0.22,0.0,0.77,0.5,0,0,1.47,0,0.67,0.42,0.08,0.48,0.66,0.0,0.33,0.66,0,0,6.02,3,4:45
UFC 297: Strickland vs. Du Plessis,Raquel Pennington,Mayra Bueno Silva,Raquel Pennington, Decision - Unanimous ,0,0.66,0.67,0.23,0.08,0.4,0.28,0.31,0.33,2,2,11.28,0,0.78,0.46,0.37,0.15,0.4,0.55,0.04,0.33,3,0,8.58,5,5:00
UFC 297: Strickland vs. Du Plessis,Sean Strickland,Dricus Du Plessis,Dricus Du Plessis, Decision - Split ,0,0.42,0.9,0.05,0.03,1.0,0.0,0.0,0.0,0,0,0.0,0,0.38,0.59,0.23,0.17,0.97,0.02,0.0,0.54,0,0,2.08,5,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Westin Wilson,Jean Silva,Jean Silva, KO/TKO ,0,0.3,0.72,0.0,0.27,1.0,0.0,0.0,0.0,0,0,0.04,1,0.69,0.96,0.04,0.0,0.92,0.08,0.0,1.0,0,0,0.08,1,4:12
UFC Fight Night: Ankalaev vs. Walker 2,Nikolas Motta,Tom Nolan,Nikolas Motta, KO/TKO ,1,0.52,0.9,0.09,0.0,0.38,0.0,0.61,0.0,0,0,0.09,0,0.6,0.41,0.41,0.16,0.91,0.08,0.0,0.0,0,0,0.0,1,1:03
UFC Fight Night: Ankalaev vs. Walker 2,Farid Basharat,Taylor Lapilus,Farid Basharat, Decision - Unanimous ,0,0.42,0.33,0.16,0.5,0.92,0.04,0.02,0.31,1,0,6.58,0,0.43,0.6,0.27,0.12,0.85,0.05,0.1,0.0,0,0,0.02,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Marcus McGhee,Gaston Bolanos,Marcus McGhee, KO/TKO ,1,0.52,0.87,0.1,0.01,0.8,0.04,0.15,0.33,0,0,1.47,0,0.34,0.5,0.25,0.25,1.0,0.0,0.0,0.0,0,0,0.04,2,3:29
UFC Fight Night: Ankalaev vs. Walker 2,Matthew Semelsberger,Preston Parsons,Preston Parsons, Decision - Unanimous ,0,0.4,0.64,0.14,0.21,0.82,0.1,0.07,0.5,2,0,3.08,0,0.54,0.53,0.19,0.27,0.53,0.23,0.23,0.63,2,1,6.26,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Andrei Arlovski,Waldo Cortes-Acosta,Waldo Cortes-Acosta, Decision - Unanimous ,0,0.45,0.22,0.37,0.39,1.0,0.0,0.0,0.0,0,0,0.0,0,0.36,0.48,0.22,0.28,0.93,0.06,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Phil Hawes,Brunno Ferreira,Brunno Ferreira, KO/TKO ,0,0.48,0.61,0.3,0.07,0.92,0.07,0.0,0.0,0,0,0.0,1,0.44,0.94,0.0,0.05,0.78,0.0,0.21,0.25,0,0,1.37,1,4:55
UFC Fight Night: Ankalaev vs. Walker 2,Ricky Simon,Mario Bautista,Mario Bautista, Decision - Unanimous ,0,0.41,0.73,0.08,0.17,0.97,0.02,0.0,0.15,0,0,3.0,0,0.41,0.67,0.27,0.04,0.98,0.01,0.0,0.0,0,0,0.14,3,5:00
UFC Fight Night: Ankalaev vs. Walker 2,Jim Miller,Gabriel Benitez,Jim Miller, Submission ,0,0.57,0.62,0.12,0.25,0.83,0.06,0.1,1.0,1,0,3.55,0,0.43,0.63,0.16,0.2,0.98,0.01,0.0,0.0,0,0,0.01,3,3:25
UFC Fight Night: Ankalaev vs. Walker 2,Magomed Ankalaev,Johnny Walker,Magomed Ankalaev, KO/TKO ,1,0.67,0.2,0.15,0.64,0.97,0.0,0.02,0.0,0,0,0.05,0,0.33,0.08,0.12,0.79,1.0,0.0,0.0,0.0,0,0,0.0,2,2:42
UFC Fight Night: Luque vs. Dos Anjos,Da'Mon Blackshear,Jose Johnson,Da'Mon Blackshear, Submission ,0,0.6,0.38,0.11,0.5,0.27,0.33,0.38,0.5,1,0,2.57,0,0.66,0.5,0.25,0.25,0.87,0.0,0.12,0.0,0,0,0.0,1,3:47
UFC Fight Night: Luque vs. Dos Anjos,Jaqueline Amorim,Montserrat Conejo Ruiz,Jaqueline Amorim, KO/TKO ,0,0.63,0.88,0.1,0.01,0.06,0.0,0.93,0.33,4,2,8.05,0,0.16,0.33,0.33,0.33,0.83,0.0,0.16,1.0,0,0,3.39,3,3:41
UFC Fight Night: Luque vs. Dos Anjos,Josh Parisian,Martin Buday,Martin Buday, Submission ,0,0.42,0.57,0.23,0.19,0.76,0.23,0.0,0.0,0,0,0.13,0,0.62,0.83,0.16,0.0,0.66,0.33,0.0,1.0,1,0,1.56,1,4:11
UFC Fight Night: Luque vs. Dos Anjos,Francis Marshall,Isaac Dulgarian,Isaac Dulgarian, KO/TKO ,0,0.28,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.66,0.91,0.0,0.08,0.08,0.0,0.91,1.0,0,0,4.18,1,4:48
UFC Fight Night: Luque vs. Dos Anjos,Terrance McKinney,Mike Breeden,Terrance McKinney, KO/TKO ,0,0.63,0.76,0.23,0.0,0.53,0.36,0.1,0.0,0,0,0.03,0,0.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,1:25
UFC Fight Night: Luque vs. Dos Anjos,JP Buys,Marcus McGhee,Marcus McGhee, KO/TKO ,0,0.13,0.5,0.25,0.25,1.0,0.0,0.0,0.0,0,0,0.0,1,0.53,0.85,0.0,0.14,1.0,0.0,0.0,0.0,0,0,0.05,1,2:19
UFC Fight Night: Luque vs. Dos Anjos,Josh Fremd,Jamie Pickett,Josh Fremd, Decision - Unanimous ,0,0.38,0.35,0.32,0.32,0.7,0.19,0.09,0.0,2,1,7.15,0,0.26,0.28,0.42,0.28,0.78,0.21,0.0,0.66,0,0,3.01,3,5:00
UFC Fight Night: Luque vs. Dos Anjos,AJ Dobson,Tafon Nchukwi,AJ Dobson, Decision - Unanimous ,0,0.5,0.28,0.17,0.53,0.91,0.02,0.05,0.66,0,0,4.33,0,0.53,0.2,0.22,0.56,0.92,0.07,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Luque vs. Dos Anjos,Polyana Viana,Iasmin Lucindo,Iasmin Lucindo, Submission ,0,0.4,0.2,0.4,0.4,1.0,0.0,0.0,0.33,0,0,1.58,0,0.41,0.5,0.4,0.1,0.9,0.0,0.1,1.0,1,0,3.13,2,3:42
UFC Fight Night: Luque vs. Dos Anjos,Khalil Rountree Jr.,Chris Daukaus,Khalil Rountree Jr., KO/TKO ,1,0.66,0.75,0.18,0.06,0.68,0.18,0.12,0.0,0,0,0.31,0,0.38,0.75,0.25,0.0,0.87,0.12,0.0,0.0,0,0,0.04,1,2:40
UFC Fight Night: Luque vs. Dos Anjos,Cub Swanson,Hakeem Dawodu,Cub Swanson, Decision - Unanimous ,0,0.49,0.53,0.35,0.11,0.76,0.23,0.0,0.5,0,0,1.25,0,0.53,0.43,0.3,0.26,0.83,0.16,0.0,0.0,0,1,3.1,3,5:00
UFC Fight Night: Luque vs. Dos Anjos,Vicente Luque,Rafael Dos Anjos,Vicente Luque, Decision - Unanimous ,0,0.51,0.66,0.23,0.09,0.83,0.11,0.05,0.72,0,0,12.01,0,0.48,0.63,0.28,0.07,0.57,0.39,0.03,0.28,1,0,3.54,5,5:00
UFC Fight Night: Sandhagen vs. Font,Sean Woodson,Dennis Buzukja,Sean Woodson, Decision - Unanimous ,0,0.56,0.5,0.25,0.23,0.85,0.11,0.02,0.8,0,0,5.52,0,0.36,0.57,0.26,0.16,0.76,0.11,0.11,0.0,0,1,2.3,3,5:00
UFC Fight Night: Sandhagen vs. Font,Cody Durden,Jake Hadley,Cody Durden, Decision - Unanimous ,0,0.44,0.6,0.23,0.15,0.78,0.02,0.18,0.66,1,0,7.25,0,0.31,0.46,0.38,0.15,0.88,0.11,0.0,0.0,3,1,2.04,3,5:00
UFC Fight Night: Sandhagen vs. Font,Billy Quarantillo,Damon Jackson,Billy Quarantillo, Decision - Unanimous ,0,0.53,0.45,0.49,0.06,0.58,0.42,0.0,0.0,1,0,1.51,0,0.38,0.67,0.28,0.04,0.79,0.14,0.05,0.23,0,0,6.1,3,5:00
UFC Fight Night: Sandhagen vs. Font,Jeremiah Wells,Carlston Harris,Carlston Harris, Submission ,0,0.37,0.88,0.11,0.0,0.27,0.11,0.61,0.6,2,0,9.26,0,0.26,0.2,0.6,0.2,1.0,0.0,0.0,0.0,1,0,0.13,3,1:50
UFC Fight Night: Sandhagen vs. Font,Kyler Phillips,Raoni Barcelos,Kyler Phillips, Decision - Unanimous ,1,0.38,0.55,0.25,0.19,0.86,0.08,0.05,0.25,0,0,0.47,0,0.39,0.43,0.32,0.23,0.84,0.15,0.0,0.27,0,0,1.42,3,5:00
UFC Fight Night: Sandhagen vs. Font,Ignacio Bahamondes,Ludovit Klein,Ludovit Klein, Decision - Unanimous ,0,0.3,0.67,0.2,0.11,0.95,0.04,0.0,0.0,0,0,0.07,0,0.51,0.64,0.19,0.16,0.76,0.01,0.21,0.6,0,0,6.05,3,5:00
UFC Fight Night: Sandhagen vs. Font,Tanner Boser,Aleksa Camur,Tanner Boser, Decision - Unanimous ,0,0.55,0.65,0.2,0.15,0.72,0.27,0.0,0.0,0,0,5.27,0,0.5,0.5,0.36,0.13,0.67,0.32,0.0,0.0,0,0,1.01,3,5:00
UFC Fight Night: Sandhagen vs. Font,Diego Lopes,Gavin Tucker,Diego Lopes, Submission ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,3,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0.39,1,1:38
UFC Fight Night: Sandhagen vs. Font,Dustin Jacoby,Kennedy Nzechukwu,Dustin Jacoby, KO/TKO ,1,0.3,0.5,0.0,0.5,1.0,0.0,0.0,0.0,0,0,0.04,0,0.22,0.75,0.0,0.25,1.0,0.0,0.0,0.0,0,0,0.0,1,1:22
