event_name,fighter_1,fighter_2,winner,method,fighter_1_kd,fighter_1_sig_str,f1_sig_head,f1_sig_body,f1_sig_leg,f1_sig_distance,f1_sig_clinch,f1_sig_ground,fighter_1_td,fighter_1_sub_att,fighter_1_rev,fighter_1_ctrl,fighter_2_kd,fighter_2_sig_str,f2_sig_head,f2_sig_body,f2_sig_leg,f2_sig_distance,f2_sig_clinch,f2_sig_ground,fighter_2_td,fighter_2_sub_att,fighter_2_rev,fighter_2_ctrl,round_num,time
UFC Fight Night: Yan vs. Dvalishvili,Petr Yan,Merab Dvalishvili,Merab Dvalishvili, Decision - Unanimous ,0,0.52,0.54,0.21,0.24,0.88,0.12,0.0,0.2,0,0,1.5,0,0.43,0.61,0.23,0.14,0.87,0.12,0.0,0.22,0,0,6.53,5,5:00
UFC 285: Jones vs. Gane,Da'Mon Blackshear,Farid Basharat,Farid Basharat, Decision - Unanimous ,0,0.39,0.5,0.26,0.23,0.78,0.15,0.06,0.16,1,1,2.38,0,0.6,0.62,0.24,0.13,0.72,0.06,0.2,0.5,0,0,5.28,3,5:00
UFC 285: Jones vs. Gane,Jessica Penne,Tabatha Ricci,Tabatha Ricci, Submission ,0,0.24,0.66,0.33,0.0,0.66,0.16,0.16,0.0,0,0,0.0,0,0.66,0.52,0.05,0.41,0.41,0.05,0.52,0.8,1,0,5.14,2,2:14
UFC 285: Jones vs. Gane,Mana Martinez,Cameron Saaiman,Cameron Saaiman, Decision - Majority ,0,0.4,0.66,0.25,0.08,0.96,0.03,0.0,0.0,0,0,0.0,1,0.48,0.56,0.19,0.23,0.72,0.0,0.26,1.0,0,0,4.07,3,5:00
UFC 285: Jones vs. Gane,Ian Machado Garry,Song Kenan,Ian Machado Garry, KO/TKO ,1,0.54,0.45,0.28,0.25,0.93,0.0,0.05,0.0,0,0,0.05,1,0.5,0.32,0.14,0.52,0.81,0.12,0.05,0.66,0,0,0.44,3,4:22
UFC 285: Jones vs. Gane,Julian Marquez,Marc-Andre Barriault,Marc-Andre Barriault, KO/TKO ,0,0.47,0.76,0.12,0.1,0.76,0.23,0.0,0.0,0,0,0.0,0,0.49,0.83,0.16,0.0,0.55,0.44,0.0,0.0,0,0,1.29,2,4:12
UFC 285: Jones vs. Gane,Viviane Araujo,Amanda Ribas,Amanda Ribas, Decision - Unanimous ,0,0.4,0.8,0.1,0.08,0.97,0.0,0.02,0.0,2,0,0.0,0,0.53,0.72,0.11,0.16,0.94,0.0,0.05,1.0,0,0,8.2,3,5:00
UFC 285: Jones vs. Gane,Derek Brunson,Dricus Du Plessis,Dricus Du Plessis, KO/TKO ,0,0.44,0.72,0.24,0.02,0.81,0.08,0.1,0.5,1,1,2.3,1,0.61,0.77,0.11,0.11,0.74,0.04,0.21,0.5,1,0,1.25,2,4:59
UFC 285: Jones vs. Gane,Cody Garbrandt,Trevin Jones,Cody Garbrandt, Decision - Unanimous ,0,0.78,0.3,0.53,0.15,0.8,0.07,0.11,0.66,0,0,2.32,0,0.28,0.45,0.4,0.15,0.75,0.05,0.2,0.5,1,0,1.39,3,5:00
UFC 285: Jones vs. Gane,Bo Nickal,Jamie Pickett,Bo Nickal, Submission ,0,0.25,0.0,1.0,0.0,0.0,1.0,0.0,0.25,2,0,2.3,0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.0,1,2:54
UFC 285: Jones vs. Gane,Mateusz Gamrot,Jalin Turner,Mateusz Gamrot, Decision - Split ,0,0.69,0.62,0.06,0.31,0.72,0.06,0.2,0.33,0,0,6.52,1,0.41,0.57,0.35,0.07,0.82,0.1,0.07,0.0,0,0,0.32,3,5:00
UFC 285: Jones vs. Gane,Geoff Neal,Shavkat Rakhmonov,Shavkat Rakhmonov, Submission ,0,0.47,0.91,0.05,0.02,0.82,0.17,0.0,0.0,0,0,1.12,0,0.63,0.61,0.34,0.04,0.65,0.34,0.0,0.0,1,0,3.43,3,4:17
UFC 285: Jones vs. Gane,Jon Jones,Ciryl Gane,Jon Jones, Submission ,0,0.5,0.4,0.0,0.6,1.0,0.0,0.0,1.0,1,0,0.57,0,0.75,0.16,0.33,0.5,1.0,0.0,0.0,0.0,0,0,0.0,1,2:04
UFC Fight Night: Muniz vs. Allen,Joe Solecki,Carl Deaton,Joe Solecki, Submission ,0,0.25,0.5,0.0,0.5,0.5,0.5,0.0,0.66,3,0,8.51,0,0.08,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2,4:55
UFC 285: Jones vs. Gane,Valentina Shevchenko,Alexa Grasso,Alexa Grasso, Submission ,0,0.6,0.78,0.09,0.12,0.91,0.02,0.05,0.66,0,0,5.24,0,0.32,0.52,0.2,0.27,0.84,0.13,0.01,0.0,1,0,1.22,4,4:34
UFC Fight Night: Muniz vs. Allen,Ode Osbourne,Charles Johnson,Ode Osbourne, Decision - Split ,0,0.31,0.35,0.2,0.43,0.93,0.06,0.0,0.3,0,0,2.53,0,0.47,0.46,0.16,0.36,0.7,0.28,0.01,0.2,0,0,1.18,3,5:00
UFC Fight Night: Muniz vs. Allen,Jordan Leavitt,Victor Martinez,Jordan Leavitt, KO/TKO ,1,0.48,0.47,0.35,0.17,0.47,0.29,0.23,0.0,0,0,0.46,0,0.25,0.57,0.0,0.42,1.0,0.0,0.0,0.0,0,0,0.0,1,2:27
UFC Fight Night: Muniz vs. Allen,Jasmine Jasudavicius,Gabriella Fernandes,Jasmine Jasudavicius, Decision - Unanimous ,0,0.44,0.7,0.12,0.16,0.66,0.04,0.29,0.5,0,0,11.31,0,0.46,0.38,0.3,0.3,0.96,0.03,0.0,0.0,0,0,0.04,3,5:00
UFC Fight Night: Muniz vs. Allen,Erick Gonzalez,Trevor Peek,Trevor Peek, KO/TKO ,0,0.24,0.71,0.14,0.14,1.0,0.0,0.0,0.66,0,0,2.15,2,0.59,0.74,0.15,0.09,0.7,0.17,0.11,0.0,0,0,0.16,1,4:59
UFC Fight Night: Muniz vs. Allen,Mike Malott,Yohan Lainesse,Mike Malott, Submission ,0,0.52,0.33,0.44,0.22,1.0,0.0,0.0,1.0,1,0,1.36,0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,4:15
UFC Fight Night: Muniz vs. Allen,Tatiana Suarez,Montana De La Rosa,Tatiana Suarez, Submission ,0,0.76,0.0,0.8,0.2,0.3,0.7,0.0,0.33,1,0,5.45,0,0.45,0.8,0.2,0.0,0.2,0.8,0.0,0.0,0,0,0.37,2,2:51
UFC Fight Night: Muniz vs. Allen,Augusto Sakai,Don'Tale Mayes,Augusto Sakai, Decision - Unanimous ,0,0.55,0.5,0.33,0.15,0.39,0.56,0.03,0.5,0,0,8.51,0,0.46,0.51,0.34,0.13,0.82,0.17,0.0,0.0,0,0,2.46,3,5:00
UFC Fight Night: Muniz vs. Allen,Andre Muniz,Brendan Allen,Brendan Allen, Submission ,0,0.38,0.58,0.18,0.23,1.0,0.0,0.0,0.0,0,0,0.15,0,0.41,0.5,0.28,0.21,0.95,0.0,0.04,1.0,2,0,4.12,3,4:25
UFC Fight Night: Andrade vs. Blanchfield,AJ Fletcher,Themba Gorimbo,AJ Fletcher, Submission ,0,0.41,0.85,0.0,0.14,0.14,0.14,0.71,0.0,1,1,3.21,0,0.6,0.33,0.5,0.16,0.83,0.16,0.0,1.0,0,1,2.0,2,1:37
UFC Fight Night: Andrade vs. Blanchfield,Ovince Saint Preux,Philipe Lins,Philipe Lins, KO/TKO ,0,0.33,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0.4,0.94,0.05,0.0,0.72,0.22,0.05,0.0,0,0,0.02,1,0:49
UFC Fight Night: Andrade vs. Blanchfield,Jamall Emmers,Khusein Askhabov,Jamall Emmers, Decision - Unanimous ,0,0.43,0.43,0.29,0.27,0.7,0.16,0.12,0.33,0,0,4.45,0,0.26,0.5,0.23,0.26,0.83,0.16,0.0,0.0,0,2,0.58,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Lina Lansberg,Mayra Bueno Silva,Mayra Bueno Silva, Submission ,0,0.5,0.64,0.28,0.08,0.72,0.28,0.0,0.0,0,1,0.21,0,0.56,0.33,0.43,0.23,0.53,0.28,0.17,0.66,1,0,5.09,2,4:45
UFC Fight Night: Andrade vs. Blanchfield,Nazim Sadykhov,Evan Elder,Nazim Sadykhov, TKO - Doctor's Stoppage ,0,0.48,0.59,0.29,0.1,0.84,0.15,0.0,1.0,0,0,0.19,1,0.49,0.35,0.51,0.12,0.85,0.14,0.0,0.16,0,0,1.33,3,0:38
UFC Fight Night: Andrade vs. Blanchfield,Jim Miller,Alexander Hernandez,Alexander Hernandez, Decision - Unanimous ,0,0.36,0.47,0.23,0.28,0.95,0.04,0.0,0.0,1,0,0.4,0,0.46,0.57,0.36,0.06,0.9,0.02,0.06,0.0,0,1,0.23,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,William Knight,Marcin Prachnio,Marcin Prachnio, Decision - Unanimous ,0,0.24,0.0,0.25,0.75,1.0,0.0,0.0,0.0,0,0,0.0,0,0.54,0.11,0.08,0.79,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Josh Parisian,Jamal Pogues,Jamal Pogues, Decision - Unanimous ,0,0.32,0.51,0.37,0.1,0.94,0.05,0.0,0.5,0,0,1.12,0,0.55,0.87,0.09,0.03,0.6,0.27,0.12,0.45,0,0,5.49,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Jordan Wright,Zac Pauga,Zac Pauga, Decision - Unanimous ,0,0.37,0.51,0.44,0.03,0.62,0.37,0.0,0.0,0,0,0.13,0,0.69,0.52,0.35,0.11,0.35,0.64,0.0,0.0,0,0,8.4,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,Jessica Andrade,Erin Blanchfield,Erin Blanchfield, Submission ,0,0.37,0.52,0.09,0.37,0.94,0.05,0.0,0.0,0,0,0.0,0,0.42,0.74,0.03,0.21,0.98,0.01,0.0,0.33,1,0,1.03,2,1:37
UFC 284: Makhachev vs. Volkanovski,Shane Young,Blake Bilder,Blake Bilder, Decision - Unanimous ,0,0.4,0.52,0.26,0.21,0.98,0.01,0.0,0.0,0,0,0.03,0,0.58,0.55,0.09,0.34,0.96,0.02,0.0,0.14,0,0,1.43,3,5:00
UFC 284: Makhachev vs. Volkanovski,Loma Lookboonmee,Elise Reed,Loma Lookboonmee, Submission ,0,0.62,0.29,0.35,0.35,0.7,0.23,0.05,0.66,1,0,0.36,0,0.58,0.7,0.05,0.23,0.41,0.29,0.29,0.0,0,1,1.59,2,0:44
UFC 284: Makhachev vs. Volkanovski,Jack Jenkins,Don Shainis,Jack Jenkins, Decision - Unanimous ,0,0.66,0.54,0.28,0.17,0.64,0.25,0.09,0.8,0,0,6.0,0,0.49,0.52,0.34,0.14,0.58,0.28,0.14,0.33,2,2,2.16,3,5:00
UFC 284: Makhachev vs. Volkanovski,Jamie Mullarkey,Francisco Prado,Jamie Mullarkey, Decision - Unanimous ,0,0.56,0.47,0.22,0.3,0.83,0.0,0.16,0.75,0,0,4.47,0,0.37,0.64,0.14,0.21,1.0,0.0,0.0,0.0,1,1,0.1,3,5:00
UFC 284: Makhachev vs. Volkanovski,Shannon Ross,Kleydson Rodrigues,Kleydson Rodrigues, KO/TKO ,0,0.25,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,1,0.63,0.57,0.21,0.21,0.64,0.35,0.0,0.0,0,0,0.0,1,0:59
UFC 284: Makhachev vs. Volkanovski,Josh Culibao,Melsik Baghdasaryan,Josh Culibao, Submission ,0,0.35,0.18,0.18,0.62,0.93,0.06,0.0,0.0,1,0,0.14,0,0.59,0.23,0.3,0.46,0.92,0.07,0.0,0.0,0,0,0.0,2,2:02
UFC 284: Makhachev vs. Volkanovski,Tyson Pedro,Modestas Bukauskas,Modestas Bukauskas, Decision - Unanimous ,0,0.55,0.4,0.44,0.15,0.86,0.11,0.02,0.66,0,0,3.01,0,0.4,0.56,0.27,0.15,0.77,0.22,0.0,0.0,0,0,0.57,3,5:00
UFC 284: Makhachev vs. Volkanovski,Jimmy Crute,Alonzo Menifield,, Decision - Majority ,0,0.5,0.87,0.06,0.06,0.74,0.16,0.09,0.5,3,0,7.55,2,0.67,0.94,0.01,0.03,0.75,0.07,0.17,0.0,0,0,3.55,3,5:00
UFC 284: Makhachev vs. Volkanovski,Justin Tafa,Parker Porter,Justin Tafa, KO/TKO ,1,0.5,0.75,0.25,0.0,0.62,0.37,0.0,0.0,0,0,0.0,0,0.43,0.71,0.0,0.28,1.0,0.0,0.0,0.0,0,0,0.0,1,1:06
UFC 284: Makhachev vs. Volkanovski,Jack Della Maddalena,Randy Brown,Jack Della Maddalena, Submission ,1,0.45,0.64,0.07,0.28,0.35,0.14,0.5,0.0,1,0,0.15,0,0.28,0.54,0.18,0.27,1.0,0.0,0.0,0.0,0,0,0.0,1,2:13
UFC 284: Makhachev vs. Volkanovski,Yair Rodriguez,Josh Emmett,Yair Rodriguez, Submission ,0,0.57,0.58,0.29,0.12,0.75,0.11,0.12,0.0,1,0,0.0,0,0.42,0.77,0.18,0.04,0.59,0.04,0.36,0.25,0,0,3.01,2,4:19
UFC 284: Makhachev vs. Volkanovski,Islam Makhachev,Alexander Volkanovski,Islam Makhachev, Decision - Unanimous ,0,0.6,0.63,0.31,0.05,0.78,0.21,0.0,0.44,0,0,7.37,1,0.48,0.52,0.3,0.17,0.82,0.08,0.08,0.0,0,0,2.55,5,5:00
UFC Fight Night: Lewis vs. Spivac,JunYong Park,Denis Tiuliulin,JunYong Park, Submission ,0,0.65,0.8,0.04,0.16,0.6,0.0,0.4,0.33,1,0,2.58,0,0.36,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,4:05
UFC Fight Night: Lewis vs. Spivac,SeungGuk Choi,HyunSung Park,HyunSung Park, Submission ,1,0.28,0.6,0.15,0.25,1.0,0.0,0.0,0.0,0,0,2.38,0,0.41,0.52,0.02,0.44,0.97,0.02,0.0,0.33,3,0,1.47,3,3:11
UFC Fight Night: Lewis vs. Spivac,Toshiomi Kazama,Rinya Nakamura,Rinya Nakamura, KO/TKO ,0,0.4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,2,0.44,1.0,0.0,0.0,0.9,0.0,0.09,0.0,0,0,0.03,1,0:33
UFC Fight Night: Lewis vs. Spivac,JeongYeong Lee,Yizha,JeongYeong Lee, Decision - Split ,0,0.43,0.72,0.28,0.0,0.72,0.28,0.0,0.0,0,0,0.5,0,0.41,0.7,0.25,0.04,0.54,0.29,0.16,0.23,0,0,8.19,3,5:00
UFC Fight Night: Lewis vs. Spivac,Jeka Saragih,Anshul Jubli,Anshul Jubli, KO/TKO ,0,0.56,0.14,0.21,0.64,0.71,0.14,0.14,0.0,0,0,0.09,0,0.74,0.94,0.02,0.02,0.15,0.0,0.84,0.4,1,0,7.07,2,3:44
UFC Fight Night: Lewis vs. Spivac,Yusaku Kinoshita,Adam Fugitt,Adam Fugitt, KO/TKO ,0,0.41,0.6,0.1,0.3,1.0,0.0,0.0,0.0,0,0,0.01,0,0.63,0.76,0.19,0.04,0.52,0.19,0.28,0.57,0,0,2.53,1,4:36
UFC Fight Night: Lewis vs. Spivac,Dooho Choi,Kyle Nelson,, Decision - Majority ,0,0.64,0.22,0.46,0.32,0.54,0.04,0.42,0.0,0,1,3.58,0,0.34,0.5,0.35,0.15,0.85,0.15,0.0,0.5,0,0,5.34,3,5:00
UFC Fight Night: Lewis vs. Spivac,Marcin Tybura,Blagoy Ivanov,Marcin Tybura, Decision - Unanimous ,0,0.38,0.3,0.47,0.22,0.97,0.0,0.02,1.0,0,0,4.55,0,0.3,0.7,0.29,0.0,1.0,0.0,0.0,0.0,0,0,0.0,3,5:00
UFC Fight Night: Lewis vs. Spivac,Da Woon Jung,Devin Clark,Devin Clark, Decision - Unanimous ,0,0.34,0.61,0.33,0.05,0.38,0.61,0.0,0.2,0,0,5.48,0,0.55,0.56,0.12,0.3,0.66,0.28,0.05,0.27,0,0,5.02,3,5:00
UFC Fight Night: Lewis vs. Spivac,Derrick Lewis,Serghei Spivac,Serghei Spivac, Submission ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,0.0,0,0,0.0,0,0.57,1.0,0.0,0.0,0.0,0.0,1.0,0.75,1,0,2.32,1,3:05
UFC 283: Teixeira vs. Hill,Josiane Nunes,Zarah Fairn,Josiane Nunes, Decision - Unanimous ,0,0.48,0.56,0.37,0.05,0.8,0.19,0.0,0.0,0,0,2.02,0,0.46,0.76,0.14,0.09,0.91,0.08,0.0,0.0,0,0,0.08,3,5:00
UFC 283: Teixeira vs. Hill,Warlley Alves,Nicolas Dalby,Nicolas Dalby, Decision - Split ,0,0.45,0.68,0.1,0.21,0.93,0.06,0.0,0.33,0,0,2.09,0,0.47,0.63,0.29,0.07,0.72,0.26,0.0,0.0,0,0,4.02,3,5:00
UFC 283: Teixeira vs. Hill,Ismael Bonfim,Terrance McKinney,Ismael Bonfim, KO/TKO ,1,0.69,0.47,0.47,0.05,0.7,0.29,0.0,0.25,0,0,0.47,0,0.28,0.71,0.28,0.0,0.85,0.0,0.14,0.0,0,0,2.16,2,2:17
UFC 283: Teixeira vs. Hill,Luan Lacerda,Cody Stamann,Cody Stamann, Decision - Unanimous ,0,0.44,0.38,0.55,0.06,1.0,0.0,0.0,0.25,0,0,1.34,0,0.54,0.6,0.28,0.11,0.98,0.01,0.0,0.0,0,0,0.0,3,5:00
UFC 283: Teixeira vs. Hill,Shamil Abdurakhimov,Jailton Almeida,Jailton Almeida, KO/TKO ,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0,0.78,0.97,0.0,0.02,0.02,0.0,0.97,0.6,0,0,7.28,2,2:56
UFC 283: Teixeira vs. Hill,Gabriel Bonfim,Mounir Lazzez,Gabriel Bonfim, Submission ,0,0.4,0.66,0.22,0.11,1.0,0.0,0.0,0.0,1,0,0.04,0,0.69,0.0,0.44,0.55,1.0,0.0,0.0,0.0,0,0,0.0,1,0:49
UFC 283: Teixeira vs. Hill,Thiago Moises,Melquizael Costa,Thiago Moises, Submission ,0,0.66,0.63,0.31,0.04,0.5,0.04,0.45,0.57,1,0,5.31,0,0.46,0.08,0.43,0.47,0.91,0.08,0.0,0.0,0,0,0.02,2,4:05
UFC 283: Teixeira vs. Hill,Gregory Rodrigues,Brunno Ferreira,Brunno Ferreira, KO/TKO ,0,0.51,0.76,0.23,0.0,0.9,0.09,0.0,0.0,0,0,0.1,1,0.48,0.68,0.09,0.22,0.9,0.04,0.04,0.0,0,0,0.01,1,4:13
UFC 283: Teixeira vs. Hill,Mauricio Rua,Ihor Potieria,Ihor Potieria, KO/TKO ,0,0.54,0.23,0.17,0.58,1.0,0.0,0.0,0.0,0,0,0.01,1,0.51,0.76,0.14,0.09,0.61,0.23,0.14,0.0,0,0,0.38,1,4:05
UFC 283: Teixeira vs. Hill,Paul Craig,Johnny Walker,Johnny Walker, KO/TKO ,0,0.37,0.0,0.33,0.66,1.0,0.0,0.0,0.0,0,0,0.0,1,0.8,0.75,0.06,0.18,0.37,0.31,0.31,0.0,0,0,0.04,1,2:16
UFC 283: Teixeira vs. Hill,Lauren Murphy,Jessica Andrade,Jessica Andrade, Decision - Unanimous ,0,0.34,0.81,0.14,0.05,0.9,0.1,0.0,0.0,0,0,0.09,0,0.62,0.69,0.09,0.2,0.9,0.09,0.0,1.0,0,0,1.11,3,5:00
UFC 283: Teixeira vs. Hill,Gilbert Burns,Neil Magny,Gilbert Burns, Submission ,0,0.83,0.8,0.2,0.0,0.6,0.0,0.4,1.0,1,0,2.35,0,0.36,0.5,0.25,0.25,1.0,0.0,0.0,0.0,0,0,0.0,1,4:15
UFC 283: Teixeira vs. Hill,Deiveson Figueiredo,Brandon Moreno,Brandon Moreno, TKO - Doctor's Stoppage ,0,0.44,0.42,0.42,0.15,0.78,0.0,0.21,0.5,2,0,0.35,0,0.64,0.77,0.14,0.08,0.7,0.06,0.22,0.5,0,0,6.52,3,5:00
UFC 283: Teixeira vs. Hill,Glover Teixeira,Jamahal Hill,Jamahal Hill, Decision - Unanimous ,0,0.46,0.69,0.25,0.05,0.86,0.06,0.06,0.11,0,0,3.26,0,0.57,0.77,0.18,0.04,0.81,0.07,0.11,0.0,0,1,3.26,5,5:00
UFC Fight Night: Strickland vs. Imavov,Dan Argueta,Nick Aguirre,Dan Argueta, Decision - Unanimous ,0,0.55,0.61,0.19,0.19,0.57,0.12,0.29,0.66,2,1,10.14,0,0.31,1.0,0.0,0.0,0.92,0.07,0.0,0.0,1,1,1.15,3,5:00
UFC Fight Night: Strickland vs. Imavov,Allan Nascimento,Carlos Hernandez,Allan Nascimento, Submission ,0,0.54,0.33,0.33,0.33,1.0,0.0,0.0,0.5,1,0,2.23,0,0.42,0.66,0.33,0.0,1.0,0.0,0.0,0.0,0,0,0.0,1,3:16
UFC Fight Night: Strickland vs. Imavov,Mateusz Rebecki,Nick Fiore,Mateusz Rebecki, Decision - Unanimous ,0,0.52,0.59,0.3,0.1,0.7,0.04,0.24,0.75,0,0,8.27,0,0.36,0.73,0.2,0.05,0.82,0.14,0.02,0.33,0,0,0.34,3,5:00
UFC Fight Night: Strickland vs. Imavov,Claudio Ribeiro,Abdul Razak Alhassan,Abdul Razak Alhassan, KO/TKO ,0,0.61,0.31,0.15,0.52,0.89,0.1,0.0,0.0,0,0,0.16,1,0.6,0.76,0.23,0.0,0.52,0.47,0.0,0.0,0,0,3.08,2,0:28
UFC Fight Night: Strickland vs. Imavov,Javid Basharat,Mateus Mendonca,Javid Basharat, Decision - Unanimous ,0,0.73,0.65,0.26,0.08,0.63,0.1,0.26,0.6,0,0,5.19,0,0.32,0.72,0.1,0.17,0.86,0.06,0.06,0.18,0,0,2.19,3,5:00
UFC Fight Night: Strickland vs. Imavov,Ketlen Vieira,Raquel Pennington,Raquel Pennington, Decision - Split ,0,0.42,0.64,0.07,0.28,0.87,0.12,0.0,0.0,0,0,4.45,0,0.5,0.45,0.39,0.14,0.72,0.27,0.0,0.0,0,0,1.18,3,5:00
UFC Fight Night: Strickland vs. Imavov,Umar Nurmagomedov,Raoni Barcelos,Umar Nurmagomedov, KO/TKO ,1,0.7,0.55,0.33,0.11,0.97,0.0,0.02,0.0,0,0,0.02,0,0.54,0.46,0.38,0.15,0.76,0.23,0.0,0.0,0,0,0.0,1,4:40
UFC Fight Night: Strickland vs. Imavov,Punahele Soriano,Roman Kopylov,Roman Kopylov, KO/TKO ,0,0.36,0.89,0.1,0.0,0.84,0.15,0.0,0.0,0,0,0.06,0,0.64,0.68,0.17,0.14,0.92,0.07,0.0,1.0,0,0,0.1,2,3:19
UFC Fight Night: Strickland vs. Imavov,Dan Ige,Damon Jackson,Dan Ige, KO/TKO ,1,0.45,0.5,0.38,0.11,0.82,0.17,0.0,1.0,0,0,0.18,0,0.36,0.61,0.27,0.11,0.88,0.11,0.0,0.0,0,0,0.01,2,4:13
UFC Fight Night: Strickland vs. Imavov,Sean Strickland,Nassourdine Imavov,Sean Strickland, Decision - Unanimous ,0,0.44,0.73,0.2,0.05,0.96,0.03,0.0,1.0,0,0,4.12,0,0.45,0.54,0.33,0.12,0.84,0.15,0.0,0.0,0,0,0.12,5,5:00
UFC Fight Night: Cannonier vs. Strickland,David Dvorak,Manel Kape,Manel Kape, Decision - Unanimous ,0,0.35,0.51,0.18,0.3,0.93,0.03,0.03,0.66,0,0,2.42,1,0.48,0.56,0.32,0.1,0.75,0.08,0.15,0.0,2,1,0.57,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Bryan Battle,Rinat Fakhretdinov,Rinat Fakhretdinov, Decision - Unanimous ,0,0.18,0.33,0.33,0.33,1.0,0.0,0.0,0.0,0,0,0.0,1,0.63,0.88,0.04,0.06,0.18,0.04,0.76,0.77,0,0,14.11,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Rafa Garcia,Maheshate,Rafa Garcia, Decision - Unanimous ,0,0.5,0.59,0.22,0.18,0.57,0.22,0.2,0.54,0,0,6.1,0,0.17,0.64,0.32,0.04,0.92,0.04,0.04,0.0,0,0,0.0,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Said Nurmagomedov,Saidyokub Kakhramonov,Said Nurmagomedov, Submission ,0,0.38,0.42,0.42,0.14,0.42,0.57,0.0,0.0,3,0,0.25,0,0.36,0.72,0.27,0.0,0.45,0.0,0.54,0.41,1,0,7.52,2,3:50
UFC Fight Night: Cannonier vs. Strickland,Jake Matthews,Matthew Semelsberger,Matthew Semelsberger, Decision - Unanimous ,0,0.35,0.71,0.18,0.09,0.93,0.06,0.0,0.5,1,0,1.42,3,0.38,0.75,0.15,0.08,0.57,0.13,0.28,0.6,0,0,4.16,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Cheyanne Vlismas,Cory McKenna,Cory McKenna, Decision - Unanimous ,0,0.44,0.6,0.24,0.15,0.69,0.09,0.21,0.0,1,0,0.03,0,0.27,0.77,0.13,0.09,0.81,0.09,0.09,0.66,0,0,9.41,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Cody Brundage,Michal Oleksiejczuk,Michal Oleksiejczuk, KO/TKO ,0,0.0,0.33,0.34,0.33,0.33,0.34,0.33,1.0,0,0,1.53,0,0.51,0.86,0.13,0.0,0.0,0.0,1.0,0.0,0,1,1.12,1,3:16
UFC Fight Night: Cannonier vs. Strickland,Drew Dober,King Green,Drew Dober, KO/TKO ,1,0.28,0.47,0.26,0.26,0.97,0.0,0.02,0.0,0,0,0.07,0,0.51,0.68,0.23,0.08,0.98,0.01,0.0,0.0,0,0,0.11,2,2:45
UFC Fight Night: Cannonier vs. Strickland,Alex Caceres,Julian Erosa,Alex Caceres, KO/TKO ,1,0.53,0.56,0.18,0.25,0.81,0.0,0.18,0.0,0,0,0.05,0,0.45,0.2,0.3,0.5,1.0,0.0,0.0,0.0,0,0,0.0,1,3:04
UFC Fight Night: Cannonier vs. Strickland,Amir Albazi,Alessandro Costa,Amir Albazi, KO/TKO ,2,0.45,0.62,0.27,0.1,0.62,0.0,0.37,0.25,0,0,5.54,0,0.23,0.35,0.35,0.29,0.94,0.05,0.0,0.0,0,0,0.0,3,2:13
UFC Fight Night: Cannonier vs. Strickland,Arman Tsarukyan,Damir Ismagulov,Arman Tsarukyan, Decision - Unanimous ,0,0.41,0.41,0.35,0.23,0.91,0.05,0.02,0.33,0,0,9.25,0,0.41,0.5,0.41,0.08,0.72,0.27,0.0,0.0,0,0,0.06,3,5:00
UFC Fight Night: Cannonier vs. Strickland,Jared Cannonier,Sean Strickland,Jared Cannonier, Decision - Split ,0,0.45,0.4,0.42,0.17,1.0,0.0,0.0,0.0,0,0,0.0,0,0.38,0.82,0.15,0.01,1.0,0.0,0.0,1.0,0,0,0.48,5,5:00
UFC Fight Night: Dern vs. Hill,Takashi Sato,Themba Gorimbo,Themba Gorimbo, Decision - Unanimous ,0,0.63,0.7,0.3,0.0,0.16,0.5,0.33,0.33,0,1,2.21,1,0.58,0.63,0.36,0.0,0.36,0.27,0.36,0.37,0,2,11.15,3,5:00
UFC Fight Night: Kara-France vs. Albazi,Philipe Lins,Maxim Grishin,Philipe Lins, Decision - Unanimous ,0,0.42,0.48,0.37,0.13,0.8,0.2,0.0,0.33,0,0,8.24,0,0.51,0.48,0.14,0.36,0.7,0.29,0.0,0.0,0,0,0.36,3,5:00
UFC 289: Nunes vs. Aldana,Diana Belbita,Maria Oliveira,Diana Belbita, Decision - Unanimous ,0,0.5,0.66,0.18,0.14,0.71,0.2,0.07,0.5,0,0,2.04,0,0.38,0.7,0.17,0.12,0.96,0.01,0.01,0.4,0,0,4.06,3,5:00
